gene_name,Model1_count,Model2_count,Model3_count,Positive1_count,Positive2_count,Positive3_count
Cldn34a,0,0,0,0,0,0
Cphx3,0,0,0,0,0,0
Gm15308,0,0,0,0,0,0
Olfr53,0,0,0,0,0,0
Hp1bp3,4402,3192,4725,2616,3261,2089
Pard3b,384,136,182,290,130,106
Lypd8,0,0,0,0,0,0
Sh3bp5l,488,410,570,424,252,302
Igkv1-131,0,0,0,0,0,0
Vmn1r37,0,0,0,0,0,0
Pde8a,496,712,850,845,1289,776
Ldoc1,0,0,0,0,0,0
Gnai1,12,9,16,9,15,6
Stil,1332,942,1268,795,971,748
Cmpk1,2170,2276,2048,1657,2588,1961
Gm20730,0,0,0,0,0,0
Atpaf1,227,183,191,124,124,110
Nptx1,0,0,0,0,0,0
Cyp4a31,0,0,0,0,0,0
Cyp4b1,18,3,5,3,5,0
Cyp4a14,0,0,0,0,0,0
Pdzk1ip1,49,24,29,26,15,15
Pla2g2e,0,0,0,0,0,0
Gm36943,0,0,0,0,0,0
Gm9113,0,0,0,0,0,0
Gm36944,3,0,0,0,0,0
Gm36945,0,0,0,0,0,0
Gm36946,0,0,0,0,0,0
Gm36947,0,0,0,0,0,0
Rft1,389,337,387,170,179,131
1700003H04Rik,0,0,0,0,0,0
Mogat2,100,121,155,150,234,116
Acot4,5,1,7,0,1,0
Gm20775,50,41,47,28,50,31
Tbc1d19,224,178,202,121,98,73
Tekt5,0,1,1,0,0,0
Gm10217,0,0,0,0,0,0
Syngap1,102,50,67,60,63,33
Ccdc172,0,0,0,0,0,0
Pnliprp2,0,0,0,0,0,0
Hspa12a,42,37,27,153,144,117
Ccdc96,5,8,8,4,11,1
Psmd6,1286,1385,1226,793,911,689
Mrps30,398,240,367,146,164,138
Hcn1,0,0,0,0,0,0
Slc4a7,1593,1228,1145,1070,944,917
Fgf10,1,0,0,0,0,4
Atxn7,1511,1175,1320,1485,1453,1182
Olfr894,0,0,0,0,0,0
Pawr,19,11,10,5,14,4
9230105E05Rik,3,1,4,1,0,0
4930580E04Rik,0,0,0,0,0,0
Zhx3,405,292,433,344,395,247
4930463O16Rik,0,0,0,0,3,1
AI182371,21,31,15,21,18,20
Gm33050,0,0,0,0,0,0
Gm43375,123,140,139,180,126,97
Gm34086,0,1,0,0,1,2
Hykk,23,25,7,13,9,1
Gm43447,0,0,0,0,0,0
Gm42490,7,6,2,3,0,1
Rhpn1,0,0,2,0,0,0
4933411O13Rik,0,0,0,0,0,0
Ly6i,0,0,0,2,0,0
Gm37133,0,0,0,0,0,0
Gm37134,0,0,0,0,0,0
A630052C17Rik,95,56,88,78,67,56
Gm4027,0,0,0,0,0,0
4931428L18Rik,0,0,0,0,0,0
Fbxo31,300,150,299,107,160,73
Gm15499,0,0,0,0,0,0
Gm15589,0,0,0,0,0,0
Man2c1os,33,34,19,34,29,27
Iqcb1,154,126,89,105,89,118
Mylk,456,195,248,276,224,144
Gm16602,0,0,0,0,0,3
Trgv2,1,1,0,0,3,0
Ccdc14,518,561,490,290,316,231
Ropn1,0,0,0,0,0,0
Hcls1,1903,1755,2576,1590,2340,1486
Tcrg-V3,0,0,0,0,0,0
Trav2,0,0,0,0,0,0
Trav1,0,0,0,0,0,0
Myl6b,34,11,32,7,15,10
Trub2,731,567,669,551,330,290
Gm14291,0,0,0,0,0,0
Gm12688,0,0,0,0,0,1
Gm15328,0,0,0,0,1,0
Wdr70,403,298,365,237,330,210
Gm15323,0,0,0,0,1,0
Gm12531,0,0,0,0,0,0
Ccrl2,60,57,72,32,49,21
Ccnd1,102,18,46,33,38,30
Hnrnph3,730,678,746,772,789,743
Gm10287,0,0,0,0,0,0
Sirt1,1343,1146,1438,1237,1218,1121
Mybpc1,10,38,32,28,7,3
Sox11,3,3,4,21,6,1
Mypn,0,0,0,9,0,1
Herc4,2735,2663,2488,2778,3016,2390
Hsf5,1,4,8,2,6,6
Cabp7,0,0,0,0,0,0
Glis3,390,430,510,443,553,336
Pramef12,0,0,0,0,0,0
Pdilt,0,0,0,0,0,0
C030017D09Rik,1,0,0,1,0,0
Umod,0,0,0,0,0,0
Mettl10,351,438,337,339,446,317
Trim21,275,180,236,209,270,168
Zranb1,1853,1842,1554,1913,2088,1741
Fam175b,942,1063,1048,656,813,625
Sars2,132,101,173,35,50,37
Slitrk3,0,0,0,0,0,0
Angptl2,66,23,48,26,15,29
Utp3,680,736,886,468,538,492
5830473C10Rik,0,0,0,0,0,0
Runx3,346,262,371,188,276,200
Ppan,654,348,763,314,302,210
Olfr1437,0,0,0,0,0,0
Gm4944,863,938,731,975,925,866
Fuk,158,152,239,135,171,119
Acbd6,251,220,287,140,143,100
Lrrc24,54,27,67,4,28,30
Smyd5,334,143,302,128,123,82
Stard9,1251,853,515,626,462,329
Papl,0,0,0,0,0,0
4930427A07Rik,303,230,366,214,217,157
Klf10,1034,619,968,561,679,473
Fbxo27,41,49,41,46,58,25
Ints7,1483,970,1455,693,867,673
Gm36949,20,26,19,12,9,4
Gm36950,0,0,0,0,0,0
Gm36951,0,0,0,0,0,0
4921511E07Rik,0,1,0,0,0,0
Gm36952,0,0,0,0,0,0
Gm36954,0,0,0,0,0,0
Gm36955,38,23,13,27,23,13
Lelp1,0,0,0,0,0,0
Sprr2j-ps,0,0,0,0,0,0
Lce1b,0,0,0,0,0,0
Tbc1d9,74,130,123,65,37,46
Tecr,947,643,1452,643,744,533
Rfx1,312,213,344,196,219,164
Dnaja2,2155,1870,2443,1339,1575,1281
Gpt2,59,47,181,36,21,13
Itfg1,1798,1871,1794,1683,1826,1452
1700120C18Rik,0,0,0,0,0,0
Ncstn,1836,1434,2215,1130,1364,903
Fmnl3,697,634,1095,824,992,715
Tuba1b,5522,2747,6324,1665,2687,1240
Prpf40b,68,69,76,59,50,39
Gm9785,0,0,0,1,0,0
BC100530,105,1044,625,3670,3363,2283
Dhh,0,2,0,1,3,0
Bicd1,238,202,174,167,101,110
Stfa1,17,198,134,682,700,350
Ndufb3,346,441,436,210,237,218
Cflar,3101,3242,5034,4338,5626,3959
Orc2,1307,1125,1088,740,816,660
Nif3l1,259,181,267,157,211,164
Ppil3,364,330,380,303,290,219
Clk1,4462,4502,3573,4740,4858,3988
Sgol2a,2441,2878,2686,2391,2999,2598
Nipsnap1,173,72,160,55,59,28
Agrp,0,0,0,1,2,0
Evpl,84,33,41,4,10,4
Fbxo36,44,42,52,11,12,8
Gm10553,0,1,0,0,0,0
Rab18,1233,967,1285,727,911,828
Polr1a,1922,1099,1913,955,1290,732
Fzd9,3,1,0,1,0,0
Clip1,1370,1355,1851,1653,2000,1462
Lingo1,1,2,1,0,0,0
Tmie,5,0,2,0,0,1
Pcgf1,152,148,223,95,147,95
Nkain2,0,0,0,0,0,0
Gm10272,0,0,0,0,0,0
Krtap10-4,0,0,0,0,0,0
Krtap12-1,0,0,0,0,0,0
Tspear,2,1,5,1,1,0
Gm11733,0,0,0,2,0,0
Usp27x,47,24,36,17,13,12
Rnf40,1264,1053,1627,943,1087,714
C87977,0,0,0,0,0,0
Mtss1,427,285,316,280,254,176
E430025E21Rik,1415,1049,1854,730,1070,675
Sqle,335,302,469,453,365,215
Klhl38,3,9,4,0,0,1
Ndufb9,645,528,691,298,362,257
Fbxo32,253,231,147,43,60,58
Wdyhv1,183,145,245,120,127,104
2900064K03Rik,0,0,0,1,1,0
Gm42496,0,0,0,0,0,0
4930563F08Rik,0,0,0,0,0,0
Gm43006,58,50,74,79,62,44
Gm43292,0,0,0,0,0,0
Gm43049,0,0,0,0,0,0
Dusp10,100,56,84,75,32,22
E030037K01Rik,5,4,7,4,4,3
Mgst1,1832,2775,2007,3420,4447,3148
Ano8,157,45,104,98,57,52
Rprl3,34,44,43,30,24,22
Ankrd27,1433,978,1289,932,1079,739
Gm30737,0,0,0,0,0,0
Whamm,442,385,491,339,447,317
Lkaaear1,0,0,0,0,0,0
4930402K13Rik,0,0,0,0,0,0
Ccdc149,85,62,95,59,81,43
Olfr578,0,0,0,0,0,0
Aqp9,37,25,23,33,57,37
Gm36956,0,0,0,0,0,0
Gm36957,3,1,0,0,0,0
4930412E21Rik,0,0,0,0,0,0
Gm33280,2,4,3,0,3,0
9430092D12Rik,20,4,2,7,14,14
Gm36958,0,0,0,0,0,0
Gm10344,0,0,0,0,2,0
Pcdha11,0,0,0,0,0,0
Cldn34c4,0,0,0,0,0,0
Gm16268,2,5,4,4,3,3
Rnf224,1,0,0,0,0,0
4933413C19Rik,55,55,51,73,72,65
Gm14435,0,0,0,0,0,0
A830011K09Rik,0,0,0,0,0,0
Gm16553,0,2,0,3,1,2
Ccdc159,16,7,20,8,20,7
Fbxo38,1365,1257,1492,973,1214,859
Abhd14a,48,21,38,9,22,14
Zfand4,869,835,855,916,1350,997
Sprr2d,0,0,0,0,0,0
Bag2,144,56,111,49,79,43
Sgsm1,50,12,19,3,7,6
Olfr631,0,0,0,0,0,0
Slc39a5,0,0,0,1,0,0
Med26,200,125,249,95,116,75
Oat,895,621,1071,310,460,230
Zfp949,436,395,413,516,561,530
Nt5e,23,40,21,461,314,309
Syncrip,6828,5415,5585,6650,7180,6109
Snx14,749,927,799,835,931,719
Gm12367,3,1,0,0,0,1
Gm14266,0,0,0,0,0,0
Gm15880,2,1,0,0,0,0
Myadml2os,1,0,0,2,0,0
Gm17216,3,0,0,0,0,0
Gm16344,0,0,0,0,0,0
2410152P15Rik,0,0,0,0,0,0
AI847159,0,0,0,0,0,0
Adgra3,107,55,61,44,51,24
Cops8,407,287,526,288,335,202
Prickle3,244,318,378,621,611,491
Gm14692,0,0,0,0,0,0
Rbpsuh-rs3,521,222,599,251,237,131
Ccdc22,385,259,497,153,203,123
Gm1140,0,0,0,0,0,0
Cacna1f,9,10,4,3,5,1
2900011O08Rik,2,1,3,4,0,0
Nfam1,3493,3418,5226,4464,5854,3691
Hspb8,7,4,3,3,5,1
Ptchd2,10,2,6,2,3,0
Zfp729b,923,1113,801,1291,1217,1131
Sox5,8,7,8,7,3,3
Defb19,0,0,0,0,0,0
Pih1d2,11,11,25,4,7,7
BC048562,0,0,0,0,0,0
Tmem150c,3,0,4,1,0,1
C330018D20Rik,165,131,150,164,204,149
Megf10,18,19,11,16,6,9
Lmnb1,4153,2431,4993,1823,2674,1853
Dlat,1247,931,1420,667,780,525
Prrc1,1036,677,1561,519,630,449
Gm42938,1,3,4,3,5,0
Styxl1,0,4,2,2,4,4
Mdh2,2257,1577,3127,905,1344,852
Psma4,1477,1556,1146,982,946,940
Gm37142,0,0,0,0,0,0
Olfr1233,0,0,0,0,0,0
Olfr1234,0,0,0,0,0,0
Olfr1231,0,0,0,0,0,0
Chrna3,0,0,0,0,0,0
Olfr1229,0,0,0,0,0,0
Olfr1230,0,0,0,0,0,0
Olfr1226,0,0,0,0,0,0
Olfr1224-ps1,0,0,0,0,0,0
Cyb5r1,484,503,603,641,657,548
Card11,148,66,64,76,69,66
Fam219b,352,260,406,342,377,236
Wipi1,377,532,725,716,1127,710
Vmn2r-ps68,0,0,0,0,0,0
Git2,4281,3981,4814,4382,4725,3796
Lman1,2877,1956,3971,1254,1506,986
Vmn2r-ps74,0,0,0,0,0,0
Hspe1-ps6,0,1,0,0,0,0
Olfr409-ps1,0,0,0,0,0,0
4932411E22Rik,0,0,0,0,0,0
Inhbe,0,0,0,0,0,0
Dlgap2,0,0,0,1,0,0
Rnf152,12,6,14,16,28,10
Adamts12,36,9,19,11,6,1
Ctsll3,1,0,0,0,0,0
Olfr77,0,0,0,0,0,0
Fam71e1,5,7,12,9,7,3
Sv2c,0,1,0,0,0,1
Nbeal2,1704,1546,2275,2475,2727,1839
4931428F04Rik,110,61,101,39,38,28
Fmr1,3260,2919,3368,3490,3995,3367
Adamtsl1,1,0,5,4,3,8
Hddc2,254,259,204,107,130,105
Rit2,0,0,0,0,0,0
Lypd3,1,0,0,0,0,0
Phex,62,35,26,21,23,23
Tead1,43,38,39,55,65,39
Gm16024,1,0,1,1,1,0
E330016L19Rik,0,0,0,0,0,0
Gm15631,0,0,0,0,0,0
Pisd-ps1,134,148,136,135,102,128
H3f3a-ps1,30,29,26,37,28,31
Tns1,805,240,391,287,298,227
Zbtb9,405,334,499,348,0,254
Gm13056,0,0,0,0,0,0
2210414B05Rik,3,0,0,0,0,0
Gm13524,0,0,0,0,0,4
Firre,1000,831,897,760,694,591
Gm16150,2,1,0,12,8,5
Gm13115,0,0,0,0,0,0
Gm11280,0,0,0,0,0,0
Foxd2os,72,43,35,50,48,49
4931406G06Rik,0,2,1,0,4,7
Gm6620,0,0,0,0,0,0
Olfr1021-ps1,0,0,0,0,0,0
Gm28038,4,0,0,0,0,0
Trgj4,2,1,0,1,0,0
Gm6135,0,0,0,0,0,0
Scn3a,30,8,0,4,3,1
5730455P16Rik,538,502,521,392,413,348
Gm43773,62,67,51,102,83,88
Gm42488,0,0,0,0,0,0
C030032O16Rik,36,54,40,110,112,110
Gm43820,12,8,7,22,15,6
Gm42621,0,0,0,0,0,0
Gm43325,0,0,0,0,0,0
Igkv2-105,0,0,0,0,0,0
Gm12569,0,0,0,0,0,0
Olfr954,0,0,0,0,0,0
Gm20916,0,0,0,0,0,0
Olfr1307,0,0,0,0,0,0
Gm17449,0,0,0,0,0,0
AC140325.2,0,0,0,0,0,0
Mup-ps7,0,0,0,0,0,0
Smim20,214,136,188,161,155,113
Obscn,16,48,16,71,6,6
Gm8677,0,0,0,0,0,0
Gm21677,0,0,0,0,0,0
Trav12n-3,0,0,0,0,0,0
Gm379,0,0,0,0,0,0
Gm8660,0,0,0,0,0,0
Zfp853,2,3,1,0,4,0
Obox4-ps28,0,0,0,0,0,0
Mapkapk2,4820,2977,5783,1698,2502,1296
Il10,1,0,1,3,0,4
Dyrk3,187,99,119,37,49,28
Il19,0,0,0,2,0,0
Lnx2,322,254,425,215,290,185
Cyp2j12,0,0,0,0,0,0
Gm2066,0,0,0,0,0,0
Lamr1-ps1,0,0,0,0,0,0
Gm12648,3,1,0,2,3,0
Tmem61,0,0,0,0,0,0
Gm15556,0,0,0,0,0,0
Gm8988,0,0,0,0,0,0
Ccdc42os,0,0,0,0,0,0
2610307P16Rik,133,68,46,41,39,43
Cd63-ps,404,384,541,314,471,299
Gm14371,0,0,0,0,0,0
4930442H23Rik,0,0,0,0,0,0
Rpia,920,669,1066,587,642,561
Gm17252,0,0,0,0,0,0
Krtap11-1,0,0,0,0,0,0
Hoxc9,0,0,3,1,5,0
Acaa1a,420,351,630,196,318,252
Gm28035,25,15,54,18,56,25
Frmd7,1,7,2,1,0,6
Gm42547,421,382,484,365,435,252
Zakit,35,41,28,37,17,33
Gm43481,277,277,249,224,239,219
Gm28690,0,0,0,0,0,0
Gm28202,0,0,0,0,0,0
Gm20890,0,0,0,0,0,0
Gm28353,0,0,0,0,0,0
Gm42631,2,0,0,0,0,0
Gm7293,0,0,0,0,0,0
Gm28568,0,0,0,0,0,0
Gm2762,2,3,1,5,6,0
6720475M21Rik,325,270,194,274,255,238
Foxd1,0,0,0,0,0,0
Scgb2b18,0,0,0,0,0,0
Spats2,17,6,6,15,9,4
Mterf2,82,90,77,49,76,45
Prss58,0,0,0,0,0,0
Ighv2-9,0,0,1,0,0,0
Igkv9-124,2,1,0,0,2,2
Vmn2r26,10,0,2,0,0,4
Ldah,748,452,734,338,417,320
4931403G20Rik,0,0,0,0,0,0
Tnfsf12,35,1,29,1,16,25
E030030I06Rik,28,1,72,71,48,55
A330048O09Rik,0,0,0,0,0,0
Gm16897,0,0,0,0,0,0
Mir143hg,9,4,4,26,11,5
4930426I24Rik,5,5,1,6,3,3
Gpr160,871,1202,1165,1462,1785,987
1700028E10Rik,85,115,93,101,53,91
Tmem147os,114,74,143,77,44,55
Prrt1,6,4,1,1,3,0
Gm26967,0,0,0,0,0,0
A930029G22Rik,4,4,3,2,0,2
AC087559.3,0,0,0,0,0,0
Gm26523,5,7,6,6,9,5
4930509E16Rik,19,17,14,9,13,9
Gm26525,0,0,0,0,0,0
Gm26526,0,0,0,0,0,0
Gm16845,68,66,111,27,50,44
Redrum,52,15,3,10,23,5
2010015M23Rik,45,42,32,62,55,26
Dock3,18,11,9,3,1,2
Ralyl,0,0,0,1,0,0
Cplx3,0,0,1,0,0,0
Wdr34,182,146,199,45,77,36
Plekhg5,95,48,51,40,47,44
Slc7a12,0,0,0,0,0,0
Gm29384,0,0,0,0,0,0
Olfr111,8,6,3,7,4,5
Gm21796,0,0,0,0,0,0
Gm29329,0,0,0,0,0,0
Gm29533,0,0,0,0,0,0
Gm21524,0,0,0,0,0,0
Leng1,102,100,120,96,103,77
Kcnk5,38,18,18,6,21,5
Guca2a,0,0,0,0,1,0
Olfr719-ps,0,0,0,0,0,0
Eps8,258,210,137,40,32,44
Unc93a,0,0,0,0,0,0
Parp3,67,49,55,82,69,39
Gm4214,0,0,0,0,0,0
Gm20452,0,0,0,2,0,0
Olfr113,0,0,0,0,0,0
Gm17919,0,0,0,0,0,0
Rgs9bp,23,20,23,22,22,18
Ank1,578,163,119,82,288,57
Ndufaf6,74,58,85,48,51,49
Pparg,81,48,45,53,49,28
Kat6a,3612,2768,4241,2827,3377,2464
9130017K11Rik,0,0,0,0,0,1
Gins4,596,616,771,321,468,275
Gpat4,1083,690,1228,579,729,410
Sugct,4,6,6,11,14,11
Gm4861,0,0,0,0,0,0
Ido2,0,0,0,0,0,2
Sfrp1,20,11,19,9,10,5
Gm10339,0,0,0,0,0,0
Dleu2,5944,6192,4684,7391,8338,6427
Gm42458,0,0,0,0,0,0
Gm26527,13,13,5,18,13,14
Gm21936,0,0,0,0,0,0
Gm5432,0,0,0,0,0,0
Peg13,338,261,380,421,469,336
Gm43156,1,0,0,0,0,0
1700125G22Rik,0,0,0,0,0,0
Tgif2,63,27,36,26,7,14
Mob4,481,856,425,626,716,521
Rftn2,63,36,31,24,25,17
Boll,12,2,4,3,2,0
Gm10352,0,0,0,0,0,0
Gm3719,0,0,0,0,0,0
Olfr457,0,0,0,0,0,0
Emp1,504,329,329,147,153,142
Hoxaas2,1,4,7,3,2,2
Rtn1,8,0,2,1,0,0
Ccdc175,0,0,0,0,0,0
Serpina1f,0,0,0,0,0,0
Drosha,1222,766,1205,579,624,448
4933406F09Rik,0,0,0,0,0,0
Pabpn1,1353,880,1432,822,878,701
6030458C11Rik,744,497,801,368,386,244
Pdzd2,244,159,199,136,106,68
Slc22a17,9,3,7,4,0,3
Fam228a,6,8,9,9,6,3
Gm9573,0,0,0,0,0,0
Gm17180,0,0,0,0,0,0
Gm43208,0,0,0,0,0,0
Gm43648,0,0,0,0,0,0
Gm43475,0,0,0,0,0,0
Gm43300,396,464,293,654,607,528
Gm42682,0,0,0,0,0,0
Gm43662,0,0,0,0,0,0
4921539E11Rik,0,0,0,0,0,0
Gm43663,0,0,0,0,0,0
Gm43251,0,0,0,0,0,0
Gm36960,0,0,0,0,0,0
Ighv3-4,1,0,0,0,0,0
Gm36961,1,1,1,1,0,1
Fam234b,332,397,322,128,138,98
Gm36963,19,13,7,12,3,11
Ighv5-3,0,0,0,0,0,0
AY702102,0,0,0,0,0,0
Gm2539,1,0,9,3,5,1
Cybb,21336,31793,30202,38599,57153,40759
Hyal5,0,0,0,0,0,0
Hyal6,0,0,0,0,0,0
Ing3,809,692,863,585,577,517
Wnt16,0,0,0,0,0,0
Fam3c,638,555,901,543,680,535
Auts2,117,69,46,50,73,35
Limk1,410,208,308,249,214,169
Eln,15,5,11,4,0,0
Pot1a,1190,1083,1043,825,1023,807
Cldn16,0,0,0,0,0,0
Snrk,719,700,980,680,835,537
Notch3,91,31,65,58,27,31
Cd84,2868,2634,1780,4141,3854,3517
Tmem181a,737,629,764,727,704,571
Stox2,286,155,141,61,63,32
A530017D24Rik,221,187,158,193,442,150
Tmprss11a,0,0,0,0,0,0
G530011O06Rik,7,1,19,1,8,3
Serpina1e,0,0,0,0,0,0
Hormad1,1,0,0,0,1,0
Ecm1,126,117,144,81,87,43
Pmel,11,6,12,6,9,4
Cdk2,1954,1192,1870,1389,1692,1258
Pias3,242,215,282,335,329,250
Nudt17,3,6,12,3,6,3
Cd63,1058,1073,1253,937,1171,856
Rdh5,51,30,56,82,82,55
Dgka,637,592,591,776,878,640
Polr3gl,127,104,145,86,101,102
Tars2,823,568,862,519,416,375
Rprd2,2454,2086,3338,1756,2129,1812
Actg1,9831,6269,13367,4450,7073,3737
Ces2f,0,1,1,1,1,0
4833420G17Rik,1324,993,1320,1004,1047,684
Gm42900,16,19,7,16,9,17
Gm13548,34,49,39,59,29,52
Ccdc137,72,80,130,87,63,88
Cox10,171,101,196,55,73,59
Cd177,6668,10483,17979,15634,23896,13891
Opa3,478,299,563,235,326,213
Gm42895,161,157,170,204,151,145
Hbb-bh1,0,0,0,0,0,0
Cep112it,0,0,0,0,0,0
Gm14703,11,15,14,64,55,57
Gm15407,0,0,0,0,0,0
Gm1667,0,0,0,0,0,0
Gm12811,0,0,0,0,0,0
Gm14798,0,0,0,0,0,0
Gm11314,0,0,0,0,0,0
Ighe,0,0,0,0,0,0
Gm36967,0,0,0,0,0,0
Gm30414,0,0,0,0,0,0
Gm20236,0,0,0,0,0,0
Gm37200,14,11,13,16,5,11
Gm33163,0,0,0,0,0,0
Gm36969,0,0,0,0,0,0
Gm36970,23,0,2,7,0,43
Olfr748,0,0,0,0,0,0
Hist1h2aa,0,1,0,0,0,0
2610044O15Rik8,725,721,561,635,590,552
Gm10250,1228,1291,1246,850,1153,996
Iglj3,0,1,0,0,0,0
Rspo3,14,5,12,18,26,12
Echdc1,393,426,510,281,175,233
Mgat4c,0,0,0,0,4,0
Ptprk,113,111,143,90,49,55
Daw1,0,0,0,0,0,0
Gpr21,137,130,112,136,170,87
Cdh22,0,0,0,2,0,0
9030619P08Rik,23,20,9,11,8,13
Spag7,309,324,413,245,315,249
Psmb6,1147,895,1285,383,563,420
Rtn3,3690,3361,4361,3965,4442,3382
Atl3,4689,4270,5026,3367,3836,3003
Cxcl14,40,8,26,20,24,22
Vmn1r-ps110,0,0,0,0,0,0
Gm10083,0,0,0,0,0,0
Zfand5,2082,1947,1995,2365,2728,2156
Ctsm,0,0,0,0,0,0
Ddx46,3128,2346,3245,1756,2019,1632
Caml,352,309,406,237,283,203
Ctla2b,146,75,46,79,60,44
Spata5l1,47,44,80,48,41,31
Slc22a19,0,0,0,0,0,0
Gm14169,0,0,0,0,0,0
Gm2415,41,27,24,76,43,42
4930563I02Rik,0,0,0,0,0,0
Olfr391-ps,0,0,0,0,0,0
Gm15326,20,1,5,4,2,10
Gm12065,0,0,0,0,0,0
Gm14642,0,0,0,0,0,0
9530068E07Rik,1486,896,1684,832,1152,614
Edc4,1060,676,1148,564,635,395
Lrrk2,2429,3585,3713,10680,11801,9820
Macrod1,63,31,47,12,19,10
1110004E09Rik,90,85,83,49,37,25
Synj1,2070,2037,2522,2033,2404,1740
Ifnar2,1682,1168,1949,1126,1238,875
Paxbp1,1910,1731,1892,1382,1572,1605
Ighv4-1,0,0,0,0,0,0
Mis18a,939,762,756,531,630,471
4933406J08Rik,0,0,0,1,0,0
Chst1,35,9,15,5,7,12
Mrgprx1,0,0,0,0,0,0
Mrgprb5,0,0,0,0,0,0
Pex16,170,128,215,117,97,81
Duoxa2,0,0,0,0,0,0
Duoxa1,0,0,0,0,0,0
Sord,669,424,652,283,386,286
Anxa11os,0,0,0,1,0,0
Gm26618,0,0,0,0,0,0
Rfx3,811,521,520,640,646,450
S100pbp,847,602,545,624,612,493
AC123873.1,0,0,0,0,0,0
Anxa4,381,241,316,191,218,176
Nfu1,264,256,344,316,382,270
Gfpt1,1541,1256,2170,1520,1941,1423
Tgfa,5,1,4,2,5,0
Pcyox1,2495,1945,2778,1189,1834,1162
Bbs1,59,31,58,17,12,7
A530013C23Rik,58,29,37,17,26,19
Zdhhc24,89,58,120,58,114,35
Angpt1,476,277,175,477,234,217
Slc34a3,0,1,0,0,0,0
Gm36971,0,0,0,0,0,0
Gm36972,0,0,0,0,0,0
Gm36974,0,0,0,0,0,0
Gm36975,0,0,0,0,0,0
Gm36976,0,0,0,0,0,0
Wdr49,4,3,2,5,11,3
Olfr1333,0,0,0,0,0,0
Btbd19,57,34,97,12,31,5
Kncn,1,3,2,0,2,2
Kti12,457,271,418,179,228,112
Faddos,0,0,0,0,0,0
Lrp8os2,0,0,0,0,0,0
1810044D09Rik,11,7,12,3,5,3
Nlrp4d,0,0,0,0,0,0
Srsf2,4816,3209,5585,3553,3562,2799
Mks1,128,103,118,61,50,34
Pomt2,341,208,444,169,221,131
Tspan8,15,3,4,3,15,2
Svip,1625,1334,1180,1513,1491,1237
Cyp2d10,0,0,0,0,0,0
4930522N08Rik,0,0,0,0,0,0
Cds1,373,182,205,160,121,85
Rasgef1b,71,55,70,59,55,29
Bmp3,8,5,3,1,9,0
Prkg2,1,0,0,2,1,0
Fgf5,0,0,0,0,0,0
Antxr2,735,630,1017,925,2139,1718
Olfr810,0,0,0,0,0,0
Scgb2b24,0,0,0,0,0,0
Gm13078,0,0,0,0,0,0
Hnrnpa1,2277,1794,2303,1298,1174,937
Olfr518,0,0,0,0,0,0
Ngfrap1,55,46,95,30,25,14
Mid1,457,57,300,58,53,152
Klhl35,7,3,8,3,2,3
G2e3,2913,3026,2916,3026,3249,2827
Cops4,1193,910,1102,522,763,535
Sgcg,2,1,2,2,0,0
Wdr38,24,26,27,38,36,40
Golga7b,0,0,2,0,0,0
9430015G10Rik,781,617,887,551,486,490
Prh1,0,0,0,0,0,0
Gatad1,600,470,761,422,574,477
Mark3,1042,819,1082,902,1021,761
Pcdhb18,7,9,10,5,9,4
Hsbp1l1,5,4,0,30,28,24
Grin3b,0,0,0,1,0,0
2210404O09Rik,315,377,243,212,171,142
Olfr699,0,0,0,0,0,0
Zbtb2,316,256,367,290,363,259
Gm13582,0,0,0,0,0,0
Fign,23,4,12,16,9,6
Bola3,126,120,146,85,44,28
Gm42726,0,0,0,0,0,0
Rpl30,2410,2456,2222,1992,1770,1712
Gm43760,4,2,2,9,1,3
Gm8923,0,0,0,0,0,0
Gm4724,0,0,0,0,0,0
2210418O10Rik,397,238,100,223,133,191
Gm11009,0,0,0,0,0,0
Gmcl1,641,559,664,490,666,501
Mxd1,2112,4774,7095,8309,12205,7141
Ftcd,0,0,0,0,0,0
Gm11008,0,0,0,0,0,0
Snrnp27,192,238,281,209,224,189
Gm4723,0,0,0,0,0,0
2610507B11Rik,5619,3466,6166,2725,3032,2057
Gm16075,0,0,0,0,0,0
Gm14170,0,0,0,0,0,0
Gm12503,18,5,1,3,1,0
Gm15884,0,0,1,2,0,0
Gm14818,0,0,0,0,0,0
E230016K23Rik,79,42,16,18,8,18
Gm12120,0,0,0,0,0,0
Gm15671,0,0,0,0,0,0
Gypa,774,229,158,120,657,108
Scarf1,211,128,160,104,101,53
Sltm,1134,1140,1247,989,1093,895
Nedd4,4165,3843,3619,2370,3364,2178
Rnf111,1815,1585,1733,1959,2091,1632
Rsl24d1,745,426,591,130,141,188
Ccnb2,953,648,1440,309,648,317
Gm13134,0,0,0,0,0,0
Gm16224,0,0,0,0,0,0
Gm16135,5,3,6,4,6,3
Olfr730,0,0,0,0,0,0
Gm11789,0,0,0,0,0,0
Gm15275,0,0,0,0,0,0
Gm15962,0,0,0,0,0,0
Slc36a1os,1,0,0,0,0,0
Crocc2,0,1,0,0,0,0
Gbp2b,13,38,6,59,10,10
Dnm3,9,12,7,14,1,3
Klhdc4,324,199,312,260,252,211
Daam2,76,14,18,30,28,24
Ube2dnl1,0,0,0,0,0,0
Plekha1,1082,909,566,474,545,377
Mrps28,138,133,126,63,36,29
Vmn2r51,0,0,0,0,0,0
Thada,1903,1360,1913,1351,1344,1053
Dync2li1,51,45,65,26,34,16
Car3,92,68,51,64,20,31
