,TCGA-DD-A11D-01A-11R-A131-07,TCGA-DD-AACT-01A-11R-A41C-07,TCGA-G3-AAUZ-01A-11R-A38B-07,TCGA-EP-A26S-11A-12R-A16W-07
ENSG00000054938,30,643,387,76
ENSG00000054965,1005,527,826,2055
ENSG00000054967,43,44,67,89
ENSG00000054983,995,230,219,1066
ENSG00000055044,797,887,1329,1019
ENSG00000055070,1493,1485,3120,3884
ENSG00000055118,1,3,3,22
ENSG00000055130,2084,1993,2365,2129
ENSG00000055147,747,410,310,674
ENSG00000055163,98,211,7145,4950
ENSG00000055208,1837,994,1004,3213
ENSG00000055211,879,709,1193,1779
ENSG00000055332,1247,452,703,982
ENSG00000055483,686,567,821,710
ENSG00000055609,1407,875,442,1386
ENSG00000055732,0,15,1,11
ENSG00000055813,4,3,0,0
ENSG00000055917,2142,1666,2009,3168
ENSG00000055950,1061,1150,2717,2938
ENSG00000055955,1421,1879,1739,1439
ENSG00000055957,38028,41342,82434,168265
ENSG00000056050,324,329,791,448
ENSG00000056097,1522,784,830,2424
ENSG00000056277,39,48,34,40
ENSG00000056291,1,0,50,0
ENSG00000056487,0,0,0,0
ENSG00000056558,143,162,249,128
ENSG00000056586,792,654,606,994
ENSG00000056736,2262,580,3293,2109
ENSG00000056972,579,801,313,378
ENSG00000056998,586,191,455,1360
ENSG00000057019,714,276,621,917
ENSG00000057149,0,0,0,0
ENSG00000057252,746,1542,647,1054
ENSG00000057294,887,419,466,1527
ENSG00000057468,33,2,1,0
ENSG00000057593,8365,4882,3554,9258
ENSG00000057608,5696,4073,4902,10463
ENSG00000057657,79,106,112,182
ENSG00000057663,641,736,637,1273
ENSG00000057704,241,247,229,264
ENSG00000057757,330,677,1482,1428
ENSG00000057935,321,277,271,520
ENSG00000058056,358,217,614,662
ENSG00000058063,1124,436,428,1164
ENSG00000058085,12,3,1,40
ENSG00000058091,1101,342,382,1073
ENSG00000058262,12011,9486,8063,11625
ENSG00000058272,511,360,345,635
ENSG00000058335,4,5,5,2
ENSG00000058404,267,56,5,439
ENSG00000058453,152,205,520,142
ENSG00000058600,533,686,718,849
ENSG00000058668,4584,1818,905,1233
ENSG00000058673,2193,2427,1383,1768
ENSG00000058729,446,317,382,511
ENSG00000058799,963,704,1990,1563
ENSG00000058804,425,272,904,719
ENSG00000058866,3,109,11,40
ENSG00000059122,567,921,522,535
ENSG00000059145,174,201,81,175
ENSG00000059377,50,127,266,402
ENSG00000059378,1845,1387,1125,896
ENSG00000059573,1719,916,539,1221
ENSG00000059588,671,713,397,255
ENSG00000059691,742,593,904,1162
ENSG00000059728,170,164,173,575
ENSG00000059758,328,262,356,453
ENSG00000059769,775,361,948,2782
ENSG00000059804,346,109,312,782
ENSG00000059915,54,53,115,117
ENSG00000060069,413,396,685,554
ENSG00000060138,305,275,439,719
ENSG00000060140,2,2,1,0
ENSG00000060237,3757,1422,1838,3534
ENSG00000060303,0,0,0,0
ENSG00000060339,600,671,576,921
ENSG00000060491,1952,2198,2766,2457
ENSG00000060558,24,41,83,87
ENSG00000060566,10473,29752,8840,6330
ENSG00000060642,487,309,767,2265
ENSG00000060656,1069,737,1079,568
ENSG00000060688,254,274,776,768
ENSG00000060709,0,0,2,42
ENSG00000060718,0,3,0,1
ENSG00000060749,324,274,307,453
ENSG00000060762,4346,3892,4403,5133
ENSG00000060971,8102,2160,10961,30901
ENSG00000060982,46,81,124,98
ENSG00000061273,322,601,664,500
ENSG00000061337,193,114,76,55
ENSG00000061455,5,9,17,20
ENSG00000061492,0,0,0,0
ENSG00000061656,109,83,263,98
ENSG00000061676,1441,1587,971,2613
ENSG00000061794,1536,1553,1265,3258
ENSG00000061918,198,193,130,316
ENSG00000061936,561,503,843,456
ENSG00000061938,427,1236,715,707
ENSG00000061987,766,615,503,1238
ENSG00000062038,3,1,4,1
ENSG00000062096,61,3,188,67
ENSG00000062194,1492,1000,2310,1556
ENSG00000062282,884,8484,11155,15695
ENSG00000062370,27,31,16,51
ENSG00000062485,1354,1755,1014,2011
ENSG00000062524,54,56,75,92
ENSG00000062582,265,316,494,758
ENSG00000062598,567,669,370,463
ENSG00000062650,931,673,948,1689
ENSG00000062716,2362,2384,4942,3293
ENSG00000062725,453,336,542,955
ENSG00000062822,336,413,839,294
ENSG00000063015,25,1,4,2
ENSG00000063046,4749,3265,5300,15700
ENSG00000063127,86,59,106,221
ENSG00000063169,385,335,399,205
ENSG00000063176,995,348,582,1345
ENSG00000063177,6356,10539,39089,21506
ENSG00000063180,27,16,528,86
ENSG00000063241,2548,3381,10363,8617
ENSG00000063244,1696,2007,1987,2893
ENSG00000063245,5255,5904,5592,9006
ENSG00000063322,1266,1615,1993,2250
ENSG00000063438,7,31,7,34
ENSG00000063515,0,0,0,0
ENSG00000063587,505,467,296,1694
ENSG00000063601,246,358,281,529
ENSG00000063660,1899,1061,3774,3200
ENSG00000063761,208,325,215,204
ENSG00000063854,4521,6592,13755,9746
ENSG00000063978,636,681,361,1141
ENSG00000064012,624,351,302,579
ENSG00000064042,315,358,111,607
ENSG00000064102,296,272,225,479
ENSG00000064115,3354,2260,3703,5274
ENSG00000064195,0,0,0,0
ENSG00000064199,213,53,74,42
ENSG00000064201,9,35,45,21
ENSG00000064205,64,182,121,77
ENSG00000064218,0,0,1,0
ENSG00000064225,1104,171,1019,2901
ENSG00000064270,1,16,0,4
ENSG00000064300,130,294,237,1152
ENSG00000064309,117,44,140,141
ENSG00000064313,325,412,340,588
ENSG00000064393,2158,1970,667,3556
ENSG00000064419,1668,1100,826,1678
ENSG00000064489,6,10,4,6
ENSG00000064490,448,793,1854,557
ENSG00000064545,1409,1829,2800,1338
ENSG00000064547,17,46,59,60
ENSG00000064601,13708,13789,6182,6072
ENSG00000064607,532,508,438,311
ENSG00000064651,631,68,97,433
ENSG00000064652,302,260,291,295
ENSG00000064655,6,11,8,129
ENSG00000064666,1440,2875,1212,1893
ENSG00000064687,410,406,784,150
ENSG00000064692,37,37,7,36
ENSG00000064703,140,197,252,321
ENSG00000064726,719,378,783,1379
ENSG00000064763,66,32,34,85
ENSG00000064787,767,28,21,4
ENSG00000064835,0,1,1,0
ENSG00000064886,0,12,12,8
ENSG00000064932,1054,1599,1166,925
ENSG00000064933,103,99,186,160
ENSG00000064961,1080,1313,2526,1480
ENSG00000064989,255,252,466,604
ENSG00000064995,377,434,903,679
ENSG00000064999,376,563,321,1172
ENSG00000065000,3965,6247,2938,3605
ENSG00000065029,850,616,778,647
ENSG00000065054,9834,6860,15148,15774
ENSG00000065057,539,658,3185,2115
ENSG00000065060,261,351,260,423
ENSG00000065135,1867,1015,1462,2467
ENSG00000065150,1564,1041,3473,4899
ENSG00000065154,270,103,464,3217
ENSG00000065183,763,436,261,1221
ENSG00000065243,692,470,495,1011
ENSG00000065268,1145,870,2784,1144
ENSG00000065308,445,578,671,1974
ENSG00000065320,206,209,342,1264
ENSG00000065325,3,7,1,70
ENSG00000065328,21,11,160,2
ENSG00000065357,64,101,251,118
ENSG00000065361,4034,3637,6315,5179
ENSG00000065371,3,0,2,1
ENSG00000065413,174,186,185,282
ENSG00000065427,2333,2693,1780,3999
ENSG00000065457,374,272,147,368
ENSG00000065485,2038,1352,1618,4615
ENSG00000065491,160,158,276,127
ENSG00000065518,1782,1752,3901,3499
ENSG00000065526,1520,749,1226,1984
ENSG00000065534,1980,952,1233,5431
ENSG00000065548,1278,980,903,1910
ENSG00000065559,332,470,233,1083
ENSG00000065600,118,200,85,63
ENSG00000065609,1,0,1,1
ENSG00000065613,1124,687,810,1359
ENSG00000065615,250,127,216,399
ENSG00000065618,2,3,8,8
ENSG00000065621,211,231,81,204
ENSG00000065665,114,165,231,386
ENSG00000065675,10,22,27,29
ENSG00000065717,470,467,445,817
ENSG00000065802,343,162,424,638
ENSG00000065809,2946,1556,2625,7060
ENSG00000065833,1391,96,141,391
ENSG00000065882,1184,917,804,1006
ENSG00000065883,1240,793,608,1075
ENSG00000065911,63,69,111,110
ENSG00000065923,408,147,501,866
ENSG00000065970,406,278,370,423
ENSG00000065978,6776,4432,7325,9977
ENSG00000065989,77,106,134,138
ENSG00000066027,2449,3843,2503,3507
ENSG00000066032,78,0,1,4
ENSG00000066044,1620,1724,1497,1509
ENSG00000066056,695,445,743,911
ENSG00000066084,979,538,692,1571
ENSG00000066117,596,768,770,661
ENSG00000066135,726,648,642,1402
ENSG00000066136,834,1269,1539,1375
ENSG00000066185,96,32,122,202
ENSG00000066230,14,3097,2,4
ENSG00000066248,1723,1029,516,981
ENSG00000066279,177,598,395,22
ENSG00000066294,52,98,120,288
ENSG00000066322,1775,1512,1587,1219
ENSG00000066336,95,298,440,618
ENSG00000066379,230,348,818,490
ENSG00000066382,25,111,4,7
ENSG00000066405,0,0,1,1
ENSG00000066422,363,287,262,362
ENSG00000066427,447,292,377,403
ENSG00000066455,1302,1460,763,1570
ENSG00000066468,6208,368,1511,1815
ENSG00000066557,381,142,179,716
ENSG00000066583,2581,737,1973,3331
ENSG00000066629,51,185,95,182
ENSG00000066651,191,327,145,394
ENSG00000066654,464,604,1125,1090
ENSG00000066697,308,214,366,286
ENSG00000066735,21,44,71,145
ENSG00000066739,832,488,602,1336
ENSG00000066777,781,825,858,1185
ENSG00000066813,6032,12463,13311,16810
ENSG00000066827,148,137,190,270
ENSG00000066855,843,847,1316,1799
ENSG00000066923,75,395,316,125
ENSG00000066926,593,523,551,1766
ENSG00000066933,269,110,90,257
ENSG00000067048,0,1,729,1853
ENSG00000067057,129,92,149,144
ENSG00000067064,3134,2156,5045,4110
ENSG00000067066,1334,1057,1416,1754
ENSG00000067082,4625,1306,4864,11996
ENSG00000067113,1128,869,2512,1384
ENSG00000067141,752,416,448,727
ENSG00000067167,4754,4474,7682,8370
ENSG00000067177,62,64,31,96
ENSG00000067182,3309,3457,8150,8003
ENSG00000067191,21,19,38,10
ENSG00000067208,595,405,360,1031
ENSG00000067221,633,739,453,575
ENSG00000067225,1361,799,1994,2034
ENSG00000067248,1233,533,566,994
ENSG00000067334,815,813,1275,1337
ENSG00000067365,146,193,254,455
ENSG00000067369,269,241,39,256
ENSG00000067445,441,45,158,467
ENSG00000067533,422,851,273,466
ENSG00000067560,12461,5664,9593,9739
ENSG00000067596,829,531,1167,1072
ENSG00000067601,18,5,38,20
ENSG00000067606,516,232,394,617
ENSG00000067646,0,0,117,386
ENSG00000067704,3776,6314,1361,5532
ENSG00000067715,414,2,102,64
ENSG00000067798,104,33,35,22
ENSG00000067829,712,1069,1298,1321
ENSG00000067836,1084,349,1691,839
ENSG00000067840,24,91,118,57
ENSG00000067842,0,0,1,1
ENSG00000067900,850,417,456,1344
ENSG00000067955,383,373,312,559
ENSG00000067992,98,29,191,213
ENSG00000068001,1013,896,1803,1375
ENSG00000068024,105,136,196,336
ENSG00000068028,240,413,867,270
ENSG00000068078,1081,936,244,1423
ENSG00000068079,831,659,4490,1036
ENSG00000068097,161,136,143,160
ENSG00000068120,1466,1436,4856,3443
ENSG00000068137,542,355,925,590
ENSG00000068305,672,520,276,1292
ENSG00000068308,1414,1158,1687,1894
ENSG00000068323,1275,1435,762,1041
ENSG00000068354,336,250,556,398
ENSG00000068366,8195,6994,365,1204
ENSG00000068383,513,560,380,877
ENSG00000068394,529,459,1104,848
ENSG00000068400,1287,903,970,1133
ENSG00000068438,300,316,596,423
ENSG00000068489,28,46,187,31
ENSG00000068615,1,86,5,64
ENSG00000068650,1616,723,542,1171
ENSG00000068654,826,480,772,928
ENSG00000068697,5342,6328,5763,12129
ENSG00000068724,1298,376,1847,651
ENSG00000068745,585,587,1205,1045
ENSG00000068781,0,0,2,0
ENSG00000068784,472,229,245,457
ENSG00000068796,141,83,111,198
ENSG00000068831,39,108,202,193
ENSG00000068878,1884,1045,2124,2141
ENSG00000068885,86,56,97,65
ENSG00000068903,1253,2210,3152,2646
ENSG00000068912,1810,1325,1014,1692
ENSG00000068971,418,247,450,247
ENSG00000068976,12,23,17,28
ENSG00000068985,0,0,0,0
ENSG00000069011,12,4,8,0
ENSG00000069018,0,0,0,0
ENSG00000069020,357,443,454,1215
ENSG00000069122,657,228,354,846
ENSG00000069188,0,10,5,16
ENSG00000069206,1,0,0,0
ENSG00000069248,842,1002,536,953
ENSG00000069275,8097,8726,6246,11555
ENSG00000069329,1099,1486,1984,1828
ENSG00000069345,1706,1470,3742,2319
ENSG00000069399,696,2175,4989,1235
ENSG00000069424,106,5180,268,1288
ENSG00000069431,1815,389,292,2367
ENSG00000069482,0,0,0,3
ENSG00000069493,30,71,107,55
ENSG00000069509,82,155,130,222
ENSG00000069535,9381,3782,7270,19450
ENSG00000069667,1793,340,1042,1978
ENSG00000069696,30,10,22,5
ENSG00000069702,265,338,988,1739
ENSG00000069764,2,0,1,1
ENSG00000069812,19,42,7,0
ENSG00000069849,174,216,310,310
ENSG00000069869,1340,512,349,1021
ENSG00000069943,238,114,89,287
ENSG00000069956,1582,917,756,1698
ENSG00000069966,1322,302,3077,1047
ENSG00000069974,349,600,629,1541
ENSG00000069998,824,897,1748,2503
ENSG00000070010,2410,1105,2461,1454
ENSG00000070018,2757,695,1783,3012
ENSG00000070019,1,15,8,27
ENSG00000070031,0,2,20,2
ENSG00000070047,1434,947,2189,1701
ENSG00000070061,705,552,811,1364
ENSG00000070081,1530,1465,1598,2495
ENSG00000070087,283,49,87,560
ENSG00000070159,2120,1212,1122,3460
ENSG00000070182,77,13,11,22
ENSG00000070190,6,16,29,60
ENSG00000070193,0,0,0,9
ENSG00000070214,4564,1537,2101,4831
ENSG00000070269,538,307,354,459
ENSG00000070366,227,167,37,439
ENSG00000070367,697,553,598,1302
ENSG00000070371,317,110,2336,176
ENSG00000070388,0,4,1,1
ENSG00000070404,91,863,4421,356
ENSG00000070413,3309,2027,4175,3683
ENSG00000070423,830,1062,1938,1002
ENSG00000070444,274,278,204,413
ENSG00000070476,639,565,667,790
ENSG00000070495,216,440,1159,390
ENSG00000070501,608,579,459,621
ENSG00000070526,4,2,3,20
ENSG00000070540,381,323,318,369
ENSG00000070601,233,31,86,27
ENSG00000070610,1505,733,1966,1520
ENSG00000070614,3385,1718,2611,6620
ENSG00000070669,66,38,237,46
ENSG00000070718,122,123,98,113
ENSG00000070729,1,3,0,0
ENSG00000070731,255,60,266,48
ENSG00000070748,0,0,0,0
ENSG00000070756,8966,19119,24094,16237
ENSG00000070759,139,160,230,491
ENSG00000070761,639,956,692,1115
ENSG00000070770,1128,1183,776,1329
ENSG00000070778,391,115,213,559
ENSG00000070785,559,330,1261,940
ENSG00000070808,0,13,2,2
ENSG00000070814,803,619,1009,550
ENSG00000070831,3459,2443,3950,5362
ENSG00000070882,49,214,90,48
ENSG00000070886,0,0,0,0
ENSG00000070915,1,5,4,4
ENSG00000070950,171,182,409,217
ENSG00000070961,678,217,375,1059
ENSG00000070985,0,0,4,0
ENSG00000071051,206,248,186,413
ENSG00000071054,2156,1592,2163,2396
ENSG00000071073,451,344,568,743
ENSG00000071082,5528,8229,32357,21803
ENSG00000071127,3233,3323,2164,5433
ENSG00000071189,600,576,334,821
ENSG00000071203,0,0,0,0
ENSG00000071205,230,180,464,452
ENSG00000071242,603,284,409,1202
ENSG00000071243,169,128,122,277
ENSG00000071246,173,188,205,378
ENSG00000071282,152,322,564,205
ENSG00000071462,1423,1549,1610,1996
ENSG00000071537,5471,6443,2405,8915
ENSG00000071539,30,56,156,6
ENSG00000071553,3323,2495,3166,2872
ENSG00000071564,527,845,664,488
ENSG00000071575,324,294,263,342
ENSG00000071626,1238,2087,2641,1920
ENSG00000071655,1236,1237,5180,2803
ENSG00000071677,0,0,0,0
ENSG00000071794,705,663,425,851
ENSG00000071859,1446,1223,3550,1216
ENSG00000071889,1505,1488,2383,2190
ENSG00000071894,1315,1526,3049,1943
ENSG00000071909,48,7,2,6
ENSG00000071967,332,917,347,1469
ENSG00000071991,11,18,35,268
ENSG00000071994,475,833,650,1112
ENSG00000072041,1,0,0,0
ENSG00000072042,3974,1266,2926,6754
ENSG00000072062,6410,3325,2994,4707
ENSG00000072071,58,349,139,85
ENSG00000072080,3396,1958,5096,15867
ENSG00000072110,2811,2714,2062,3610
ENSG00000072121,571,452,502,608
ENSG00000072133,0,0,2,54
ENSG00000072134,307,226,666,453
ENSG00000072135,1092,937,3239,1550
ENSG00000072163,1127,1088,1876,2176
ENSG00000072182,0,1,2,0
ENSG00000072195,7,3,27,19
ENSG00000072201,226,92,81,292
ENSG00000072210,7836,6228,13697,16471
ENSG00000072274,3560,527,2532,3035
ENSG00000072310,5349,1778,1520,20808
ENSG00000072315,5,2,11,57
ENSG00000072364,3148,2209,1111,3428
ENSG00000072401,118,237,261,300
ENSG00000072415,804,422,642,1295
ENSG00000072422,49,190,77,230
ENSG00000072501,3424,766,1329,2486
ENSG00000072506,5638,1784,9143,10449
ENSG00000072518,672,538,635,711
ENSG00000072571,135,135,175,6
ENSG00000072609,301,348,109,430
ENSG00000072657,218,7,0,15
ENSG00000072682,2853,889,647,403
ENSG00000072694,58,115,178,555
ENSG00000072736,437,260,215,1015
ENSG00000072756,225,206,145,262
ENSG00000072778,11213,14448,13633,20714
ENSG00000072786,479,499,573,614
ENSG00000072803,1269,1306,685,1395
ENSG00000072818,61,172,295,180
ENSG00000072832,26,9,81,145
ENSG00000072840,21,16,14,865
ENSG00000072849,391,1191,903,1444
ENSG00000072858,30,24,21,40
ENSG00000072864,190,145,229,125
ENSG00000072952,92,143,75,162
ENSG00000072954,347,236,344,488
ENSG00000072958,3680,3294,3385,3382
ENSG00000073008,1837,2125,4483,2391
ENSG00000073050,877,511,877,626
ENSG00000073060,7505,10228,8818,14234
ENSG00000073067,0,2,5,1
ENSG00000073111,123,329,1269,296
ENSG00000073146,19,7,19,95
ENSG00000073150,1923,998,569,598
ENSG00000073169,2694,971,3167,3605
ENSG00000073282,26,1,7,1
ENSG00000073331,220,230,277,253
ENSG00000073350,2225,1636,3643,2629
ENSG00000073417,663,603,1086,1594
ENSG00000073464,382,218,189,505
ENSG00000073536,190,266,633,454
ENSG00000073578,7804,5815,4410,15960
ENSG00000073584,549,667,1352,1267
ENSG00000073598,1,0,0,0
ENSG00000073605,294,583,621,133
ENSG00000073614,711,458,643,1208
ENSG00000073670,4,10,13,5
ENSG00000073711,64,30,21,122
ENSG00000073712,1231,1125,1372,3624
ENSG00000073734,1742,731,235,4017
ENSG00000073737,27,47,94,103
ENSG00000073754,0,619,1098,1938
ENSG00000073756,3,18,18,1097
ENSG00000073792,10,266,12,76
ENSG00000073803,928,943,1925,1239
ENSG00000073849,32549,27462,8472,61638
ENSG00000073861,10,42,42,64
ENSG00000073905,1,0,2,5
ENSG00000073910,1800,1197,331,1205
ENSG00000073921,2851,2248,2075,5018
ENSG00000073969,945,773,1130,678
ENSG00000074047,8,10,9,23
ENSG00000074054,734,533,679,1376
ENSG00000074071,1155,1854,2898,2478
ENSG00000074181,1807,553,575,356
ENSG00000074201,990,1858,1495,2435
ENSG00000074211,3,1,0,0
ENSG00000074219,249,557,195,206
ENSG00000074266,244,235,277,259
ENSG00000074276,0,19,2594,1676
ENSG00000074317,0,0,1,0
ENSG00000074319,1164,1408,1357,1660
ENSG00000074356,308,368,297,737
ENSG00000074370,114,261,365,403
ENSG00000074410,3,321,25,13
ENSG00000074416,11943,2638,5836,8155
ENSG00000074527,629,126,136,891
ENSG00000074582,408,486,775,685
ENSG00000074590,249,238,362,427
ENSG00000074603,444,322,314,604
ENSG00000074621,188,100,123,307
ENSG00000074657,135,153,94,122
ENSG00000074660,251,234,203,301
ENSG00000074695,8137,2823,4667,10347
ENSG00000074696,6607,3356,2791,7879
ENSG00000074706,13,24,20,67
ENSG00000074755,387,561,420,1263
ENSG00000074771,0,0,0,0
ENSG00000074800,20213,10091,29711,34580
ENSG00000074803,360,4,2,0
ENSG00000074842,4377,5543,7261,3783
ENSG00000074855,578,464,180,208
ENSG00000074935,420,416,262,1565
ENSG00000074964,7581,3243,2337,3885
ENSG00000074966,5,6,7,29
ENSG00000075035,6,0,5,2
ENSG00000075043,0,2,1,0
ENSG00000075073,1,2,2,8
ENSG00000075089,209,347,314,604
ENSG00000075131,75,103,148,65
ENSG00000075142,1042,951,658,795
ENSG00000075151,1025,761,821,973
ENSG00000075188,164,206,258,303
ENSG00000075213,13,5,7,16
ENSG00000075218,41,66,57,0
ENSG00000075223,10,14,12,37
ENSG00000075234,8336,4634,5228,11679
ENSG00000075239,8224,10809,9559,29284
ENSG00000075240,3425,758,3742,1469
ENSG00000075275,405,47,259,164
ENSG00000075290,2,1,0,0
ENSG00000075292,1589,1172,1632,2192
ENSG00000075303,415,340,203,424
ENSG00000075336,319,336,514,837
ENSG00000075340,4,15,1,11
ENSG00000075388,0,0,0,0
ENSG00000075391,444,178,265,205
ENSG00000075399,404,576,294,543
ENSG00000075407,190,160,226,316
ENSG00000075413,798,622,1007,823
ENSG00000075415,7512,4989,14339,17689
ENSG00000075420,2230,2166,994,2417
ENSG00000075426,922,602,1046,1194
ENSG00000075429,0,0,0,0
ENSG00000075461,0,4,4,0
ENSG00000075539,512,320,250,672
ENSG00000075568,1326,1082,996,1352
ENSG00000075618,706,700,701,775
ENSG00000075624,65835,68690,73689,97643
ENSG00000075643,1003,926,1071,1897
ENSG00000075651,754,423,2023,1963
ENSG00000075673,0,0,0,0
ENSG00000075702,58,104,386,18
ENSG00000075711,1200,572,692,1598
ENSG00000075785,5735,3610,4168,8892
ENSG00000075790,1365,640,1399,1273
ENSG00000075826,76,166,89,30
ENSG00000075856,730,525,680,881
ENSG00000075884,55,96,204,239
ENSG00000075886,5,8,3,30
ENSG00000075891,0,0,0,1
ENSG00000075914,336,533,776,923
ENSG00000075945,927,166,838,816
ENSG00000075975,457,313,401,605
ENSG00000076003,291,352,992,188
ENSG00000076043,611,744,741,950
ENSG00000076053,274,323,543,1071
ENSG00000076067,184,176,331,332
ENSG00000076108,1169,735,781,1430
ENSG00000076201,1293,990,860,1312
ENSG00000076242,616,439,525,937
ENSG00000076248,490,921,797,2010
ENSG00000076258,1039,563,463,2401
ENSG00000076321,566,416,256,556
ENSG00000076344,6,18,18,15
ENSG00000076351,838,556,1251,1450
ENSG00000076356,1885,1270,379,578
ENSG00000076382,452,538,1944,271
ENSG00000076513,763,604,950,965
ENSG00000076554,1625,1363,1569,1146
ENSG00000076555,3793,1105,8226,13618
ENSG00000076604,1052,1274,3940,1529
ENSG00000076641,914,1107,95,617
ENSG00000076650,207,258,233,257
ENSG00000076662,10,17,14,126
ENSG00000076685,186,216,45,442
ENSG00000076706,1787,481,677,449
ENSG00000076716,14,67,45,203
ENSG00000076770,3878,8326,1099,6176
ENSG00000076826,1211,1287,1575,1298
ENSG00000076864,377,1860,333,601
ENSG00000076924,1341,1218,3217,1769
ENSG00000076928,1176,1477,2310,1399
ENSG00000076944,859,888,1126,975
ENSG00000076984,1026,891,1514,1238
ENSG00000077009,0,2,0,1
ENSG00000077044,213,198,441,737
ENSG00000077063,6,18,17,83
ENSG00000077080,1,8,1,4
ENSG00000077092,65,46,79,119
ENSG00000077097,1612,1123,1302,2325
ENSG00000077147,6352,2840,3812,6257
ENSG00000077150,1712,1277,4247,554
ENSG00000077152,58,227,382,12
ENSG00000077157,405,636,325,613
ENSG00000077232,813,618,667,1037
ENSG00000077235,1308,1077,1835,1979
ENSG00000077238,2339,1745,2889,2252
ENSG00000077254,778,625,577,1127
ENSG00000077264,14,0,0,11
ENSG00000077274,1,0,0,30
ENSG00000077279,0,1,0,0
ENSG00000077312,646,799,1274,1104
ENSG00000077327,0,0,0,0
ENSG00000077348,325,731,1198,720
ENSG00000077380,846,567,352,1244
ENSG00000077420,653,846,638,585
ENSG00000077454,418,210,100,284
ENSG00000077458,240,152,244,196
ENSG00000077463,281,484,648,378
ENSG00000077498,0,0,0,0
ENSG00000077514,192,185,363,219
ENSG00000077522,53,8,9,21
ENSG00000077549,3357,2627,4019,4617
ENSG00000077585,32,528,85,797
ENSG00000077616,14,7,20,19
ENSG00000077684,478,301,1471,719
ENSG00000077713,565,368,302,488
ENSG00000077721,954,993,982,921
ENSG00000077782,179,163,177,899
ENSG00000077800,0,0,0,1
ENSG00000077935,0,5,4,0
ENSG00000077942,409,791,835,1048
ENSG00000077943,94,135,77,52
ENSG00000077984,28,135,198,280
ENSG00000078018,351,398,85,227
ENSG00000078043,347,299,307,447
ENSG00000078053,3,7,4,19
ENSG00000078061,1843,1264,4640,5165
ENSG00000078070,668,474,1023,2757
ENSG00000078081,15,24,58,23
ENSG00000078098,6,35,36,9
ENSG00000078114,32,15,12,64
ENSG00000078124,412,161,501,240
ENSG00000078140,1710,1651,1219,3270
ENSG00000078142,529,341,463,807
ENSG00000078177,312,190,78,838
ENSG00000078237,182,139,15,116
ENSG00000078246,210,164,260,231
ENSG00000078269,629,378,322,384
ENSG00000078295,0,0,1,0
ENSG00000078304,1831,2045,2223,3458
